WKT,name,buildings_id
"MULTIPOLYGON (((-0.1225202 51.5143318,-0.1226064 51.5142766,-0.1226219 51.5142732,-0.122635 51.5142724,-0.1226571 51.5142739,-0.122795 51.5143641,-0.1228078 51.5143725,-0.1228226 51.5143822,-0.122763 51.5144174,-0.1226904 51.5144603,-0.1226645 51.5144408,-0.1225202 51.5143318)))",,53
"MULTIPOLYGON (((-0.1227636 51.5145249,-0.1226747 51.5144695,-0.1226904 51.5144603,-0.122763 51.5144174,-0.1228226 51.5143822,-0.122839 51.5143936,-0.1228578 51.5144068,-0.122934 51.5144602,-0.1229312 51.514478,-0.1229285 51.5144955,-0.1228943 51.5145172,-0.1228531 51.5145432,-0.1227663 51.5145977,-0.122705 51.514561,-0.1227345 51.5145438,-0.1227636 51.5145249)))",,54
"MULTIPOLYGON (((-0.1221851 51.5145462,-0.1222466 51.514587,-0.1221959 51.5146153,-0.1221698 51.5145796,-0.1221851 51.5145462)))",Bagel Factory,55
"MULTIPOLYGON (((-0.1224139 51.5145147,-0.1224981 51.5145795,-0.1224736 51.5145964,-0.1224516 51.5146108,-0.122364 51.514546,-0.1223444 51.5145332,-0.1222779 51.5144843,-0.1223443 51.5144429,-0.1224326 51.5145018,-0.1224139 51.5145147)))",Elliot Rhodes,56
"MULTIPOLYGON (((-0.1222546 51.514656,-0.1223794 51.5145864,-0.1224233 51.5146169,-0.1222986 51.5146865,-0.1222546 51.514656)))",Wings,57
"MULTIPOLYGON (((-0.1224844 51.5146593,-0.1225178 51.5146805,-0.122575 51.5147212,-0.1224546 51.5147948,-0.1223596 51.5147289,-0.1224844 51.5146593)))",Lowlander Grand Cafe,58
"MULTIPOLYGON (((-0.1225066 51.5144557,-0.1224193 51.5143951,-0.1225202 51.5143318,-0.1226645 51.5144408,-0.1226904 51.5144603,-0.1226747 51.5144695,-0.1226465 51.5144863,-0.1225943 51.5145165,-0.1225066 51.5144557)))",Freemasons Arms,59
"MULTIPOLYGON (((-0.1222466 51.514587,-0.1221851 51.5145462,-0.1222779 51.5144843,-0.1223444 51.5145332,-0.1223207 51.5145457,-0.1222466 51.514587)))",,60
"MULTIPOLYGON (((-0.1225066 51.5144557,-0.1224326 51.5145018,-0.1223443 51.5144429,-0.1224193 51.5143951,-0.1225066 51.5144557)))",Patisserie Valerie,61
"MULTIPOLYGON (((-0.1227663 51.5145977,-0.122575 51.5147212,-0.1225178 51.5146805,-0.122553 51.514656,-0.1224736 51.5145964,-0.1224981 51.5145795,-0.1225943 51.5145165,-0.1226465 51.5144863,-0.1227345 51.5145438,-0.122705 51.514561,-0.1227663 51.5145977)))",,62
"MULTIPOLYGON (((-0.1229816 51.5107027,-0.1229115 51.5107319,-0.1228039 51.510639,-0.1228495 51.5106166,-0.1229816 51.5107027)))",Hungarian Cultural Centre London,63
"MULTIPOLYGON (((-0.1205591 51.511597,-0.1206166 51.5115741,-0.120632 51.5115712,-0.1206505 51.5115733,-0.12076 51.511634,-0.1206759 51.5116743,-0.1206569 51.5116585,-0.12063 51.5116703,-0.1205591 51.511597)))",,64
"MULTIPOLYGON (((-0.1206759 51.5116743,-0.12076 51.511634,-0.1207741 51.5116441,-0.1207691 51.5116473,-0.1207951 51.5116655,-0.1208257 51.5116489,-0.120856 51.5116658,-0.1207236 51.5117386,-0.1206492 51.5116883,-0.1206759 51.5116743)))",,65
"MULTIPOLYGON (((-0.120817 51.5118216,-0.1205187 51.5119782,-0.1205006 51.5119818,-0.1204799 51.5119802,-0.1201352 51.5118382,-0.1202519 51.5117915,-0.1202883 51.5118296,-0.120402 51.5117869,-0.1204674 51.5118352,-0.120496 51.5118526,-0.1205471 51.5118271,-0.1206376 51.5117832,-0.1206551 51.5117738,-0.1206018 51.5117341,-0.1206498 51.5117099,-0.1206977 51.5117533,-0.1207121 51.5117459,-0.120817 51.5118216)))",,66
"MULTIPOLYGON (((-0.1227064 51.5108118,-0.1226529 51.5108325,-0.1225565 51.5107654,-0.1226029 51.5107369,-0.1227064 51.5108118)))",Polpo,67
"MULTIPOLYGON (((-0.1193078 51.511522,-0.1193724 51.5115686,-0.1196169 51.5118296,-0.1196059 51.5118487,-0.1192852 51.5119868,-0.1192533 51.5119936,-0.1192204 51.5119875,-0.1192006 51.511969,-0.1192287 51.5118749,-0.1192351 51.5117027,-0.1192158 51.5115451,-0.119226 51.511519,-0.1192705 51.5115111,-0.1193078 51.511522)))",One Aldwych,68
"MULTIPOLYGON (((-0.1233131 51.5099623,-0.123299 51.5099691,-0.123266 51.5099382,-0.1232323 51.5099512,-0.1232146 51.5099594,-0.1233494 51.5100892,-0.1232864 51.5101155,-0.1231499 51.5099817,-0.1230562 51.5098968,-0.1231428 51.5098554,-0.1233665 51.5097589,-0.1235164 51.5098957,-0.123455 51.5099241,-0.1233853 51.5099537,-0.1233702 51.5099415,-0.1233131 51.5099623)))",,69
"MULTIPOLYGON (((-0.1194956 51.5113151,-0.1195656 51.5112897,-0.1196311 51.511266,-0.1197137 51.5113542,-0.1196853 51.5113645,-0.119697 51.511377,-0.1196599 51.5113904,-0.1196561 51.5113918,-0.1197054 51.5114444,-0.1196392 51.5114685,-0.1194956 51.5113151)))",,70
"MULTIPOLYGON (((-0.1229964 51.5104186,-0.1229452 51.5104495,-0.1229824 51.5104748,-0.1228924 51.5105188,-0.1228766 51.5105244,-0.1228396 51.5104967,-0.1228057 51.5105143,-0.1227268 51.5104573,-0.1227724 51.5104308,-0.122707 51.5103759,-0.1228278 51.510297,-0.1229964 51.5104186)))",,71
"MULTIPOLYGON (((-0.1222419 51.5102701,-0.1223472 51.5103576,-0.1223004 51.5103777,-0.1222855 51.5103842,-0.1222948 51.5103922,-0.1222296 51.5104176,-0.1222223 51.51041,-0.1221313 51.5103194,-0.1222032 51.5102874,-0.1222419 51.5102701)))",,72
"MULTIPOLYGON (((-0.1210109 51.5117174,-0.1208383 51.5118098,-0.120817 51.5118216,-0.1207121 51.5117459,-0.1207236 51.5117386,-0.120856 51.5116658,-0.1208682 51.5116597,-0.1210032 51.5116923,-0.1210139 51.5117041,-0.1210109 51.5117174)))",,73
"MULTIPOLYGON (((-0.1232501 51.51061,-0.1231716 51.5106285,-0.1231194 51.5105808,-0.1231361 51.5105744,-0.1231162 51.5105576,-0.123159 51.5105369,-0.1231747 51.5105504,-0.1232501 51.51061)))",Condesa,74
"MULTIPOLYGON (((-0.1215143 51.511222,-0.1215581 51.5112661,-0.1215155 51.5112812,-0.1215316 51.511298,-0.1214876 51.5113145,-0.1214708 51.5112966,-0.1214219 51.5113128,-0.1213826 51.5112758,-0.1215143 51.511222)))",,75
"MULTIPOLYGON (((-0.1217283 51.5106117,-0.1218714 51.5105617,-0.1218837 51.5105753,-0.1219073 51.5106024,-0.1219239 51.5106184,-0.1219486 51.5106085,-0.1219667 51.510626,-0.1220333 51.5105993,-0.1220808 51.5106452,-0.1220417 51.5106608,-0.1220343 51.5106538,-0.1220257 51.5106572,-0.1220438 51.5106748,-0.1220591 51.5106896,-0.1218963 51.5107562,-0.1218907 51.5107514,-0.1218795 51.510742,-0.1218674 51.5107313,-0.121822 51.5106922,-0.1217283 51.5106117)))",,76
"MULTIPOLYGON (((-0.1219868 51.5108364,-0.1218963 51.5107562,-0.1220591 51.5106896,-0.1220659 51.5106867,-0.1221615 51.5107618,-0.1219868 51.5108364)))",,77
"MULTIPOLYGON (((-0.1231716 51.5106285,-0.1230899 51.5106592,-0.1229512 51.5105573,-0.1228924 51.5105188,-0.1229824 51.5104748,-0.1230992 51.510566,-0.1230847 51.5105713,-0.1231005 51.5105868,-0.1231194 51.5105808,-0.1231716 51.5106285)))",Street Burger,78
"MULTIPOLYGON (((-0.1236085 51.5101616,-0.1235419 51.5101882,-0.1234536 51.5101151,-0.1235262 51.5100863,-0.1236085 51.5101616)))",,79
"MULTIPOLYGON (((-0.1221789 51.511003,-0.1221537 51.5109804,-0.1221325 51.5109623,-0.1221123 51.510945,-0.1220426 51.5108852,-0.1222195 51.5108082,-0.1222851 51.5107788,-0.1223862 51.5108642,-0.1222467 51.5109189,-0.1223068 51.5109723,-0.1222195 51.511004,-0.1221789 51.511003)))",,80
"MULTIPOLYGON (((-0.1202342 51.5117316,-0.1203124 51.5117001,-0.1203748 51.511762,-0.1202994 51.511793,-0.1202842 51.5117802,-0.1202342 51.5117316)))",,81
"MULTIPOLYGON (((-0.1229512 51.5105573,-0.1230899 51.5106592,-0.1229816 51.5107027,-0.1228495 51.5106166,-0.1228448 51.5106133,-0.1229158 51.5105765,-0.1229512 51.5105573)))",Big Easy,82
"MULTIPOLYGON (((-0.1225675 51.5102656,-0.1226984 51.5102025,-0.1228278 51.510297,-0.122707 51.5103759,-0.1225875 51.5102821,-0.1225675 51.5102656)))",,83
"MULTIPOLYGON (((-0.1219916 51.5103735,-0.1220856 51.510468,-0.1221119 51.5104956,-0.1220222 51.5105281,-0.1220501 51.5105604,-0.1220232 51.5105701,-0.1219847 51.5105238,-0.1218831 51.5104114,-0.1219916 51.5103735)))",,84
"MULTIPOLYGON (((-0.1233702 51.5099415,-0.1233853 51.5099537,-0.123455 51.5099241,-0.1235215 51.5099836,-0.1235526 51.5100114,-0.1235285 51.5100237,-0.123562 51.5100532,-0.1235112 51.5100723,-0.1235262 51.5100863,-0.1234536 51.5101151,-0.1234357 51.5101225,-0.1233896 51.5100813,-0.123442 51.5100572,-0.1234205 51.5100365,-0.1233507 51.5099713,-0.123331 51.5099809,-0.1233131 51.5099623,-0.1233702 51.5099415)))",,85
"MULTIPOLYGON (((-0.1221999 51.5106469,-0.1222478 51.5106892,-0.1222038 51.510713,-0.1222292 51.510734,-0.1221615 51.5107618,-0.1220659 51.5106867,-0.1221032 51.5106686,-0.122123 51.5106859,-0.1221595 51.510672,-0.1221531 51.5106642,-0.1221999 51.5106469)))",,86
"MULTIPOLYGON (((-0.1230992 51.510566,-0.1229824 51.5104748,-0.1229452 51.5104495,-0.1229964 51.5104186,-0.123159 51.5105369,-0.1231162 51.5105576,-0.1230992 51.510566)))",,87
"MULTIPOLYGON (((-0.1205346 51.511707,-0.1206376 51.5117832,-0.1205471 51.5118271,-0.1205201 51.5118087,-0.1204674 51.5118352,-0.120402 51.5117869,-0.1203818 51.5117694,-0.1205346 51.511707)))",,88
"MULTIPOLYGON (((-0.1228766 51.5105244,-0.1228585 51.5105337,-0.1229158 51.5105765,-0.1228448 51.5106133,-0.1228211 51.5105956,-0.122806 51.5106034,-0.1227865 51.5105889,-0.1228012 51.5105813,-0.1227685 51.510557,-0.1228096 51.5105356,-0.1228057 51.5105143,-0.1228396 51.5104967,-0.1228766 51.5105244)))",,89
"MULTIPOLYGON (((-0.1227211 51.5101926,-0.1227112 51.5101973,-0.1226984 51.5102025,-0.1225675 51.5102656,-0.1224573 51.5103175,-0.122343 51.5102254,-0.1225839 51.5101139,-0.1225917 51.5101092,-0.1226079 51.5101012,-0.1227211 51.5101926)))",,90
"MULTIPOLYGON (((-0.1204285 51.5122313,-0.1205305 51.5121855,-0.1206204 51.5122638,-0.1204849 51.512324,-0.1204545 51.5122988,-0.1204898 51.5122835,-0.1204285 51.5122313)))",Bella Italia,91
"MULTIPOLYGON (((-0.122707 51.5103759,-0.1226092 51.5104454,-0.1224773 51.5103339,-0.1225875 51.5102821,-0.122707 51.5103759)))",,92
"MULTIPOLYGON (((-0.1227268 51.5104573,-0.1228057 51.5105143,-0.1228096 51.5105356,-0.1227685 51.510557,-0.1227297 51.510575,-0.1226232 51.5104868,-0.1226477 51.5104757,-0.1226092 51.5104454,-0.122707 51.5103759,-0.1227724 51.5104308,-0.1227268 51.5104573)))",,93
"MULTIPOLYGON (((-0.1236392 51.5101426,-0.1237431 51.5101028,-0.1237914 51.5101487,-0.1236922 51.51019,-0.123677 51.5101966,-0.1236323 51.5101546,-0.1236464 51.5101485,-0.1236392 51.5101426)))",Strand Tandoori,94
"MULTIPOLYGON (((-0.1236406 51.5103643,-0.123594 51.5103843,-0.1235696 51.5103948,-0.1235028 51.5104235,-0.1231951 51.5101875,-0.1233761 51.5101109,-0.1236167 51.5103178,-0.1235989 51.5103267,-0.1236406 51.5103643)))",The Porterhouse,95
"MULTIPOLYGON (((-0.1223862 51.5108642,-0.1222851 51.5107788,-0.1222292 51.510734,-0.1222038 51.510713,-0.1222478 51.5106892,-0.1224496 51.5106045,-0.1225462 51.5106797,-0.1226029 51.5107369,-0.1225565 51.5107654,-0.1226529 51.5108325,-0.1223068 51.5109723,-0.1222467 51.5109189,-0.1223862 51.5108642)))",Corpus Christi Catholic Church,96
"MULTIPOLYGON (((-0.1202631 51.5112321,-0.120174 51.5112645,-0.1201513 51.5112403,-0.1200968 51.5112602,-0.1200735 51.5112354,-0.1199983 51.5112627,-0.1200207 51.5112866,-0.1199542 51.5113108,-0.1199199 51.5112743,-0.1198178 51.511314,-0.1197369 51.5112276,-0.1201263 51.5110864,-0.1201985 51.5111633,-0.1202631 51.5112321)))",,97
"MULTIPOLYGON (((-0.1221313 51.5103194,-0.1222223 51.51041,-0.1220856 51.510468,-0.1219916 51.5103735,-0.1221313 51.5103194)))",,98
"MULTIPOLYGON (((-0.1201352 51.5118382,-0.1200781 51.511818,-0.1200728 51.5118079,-0.1200785 51.5117981,-0.1202342 51.5117316,-0.1202842 51.5117802,-0.1202519 51.5117915,-0.1201352 51.5118382)))",Be At One,99
"MULTIPOLYGON (((-0.122343 51.5102254,-0.1224573 51.5103175,-0.1224773 51.5103339,-0.1224942 51.5103481,-0.1226092 51.5104454,-0.1226477 51.5104757,-0.1226232 51.5104868,-0.1227297 51.510575,-0.1228039 51.510639,-0.1229115 51.5107319,-0.1228195 51.5107668,-0.1227962 51.5107757,-0.1227231 51.5107172,-0.1223478 51.5104093,-0.1223882 51.5103915,-0.1223472 51.5103576,-0.1222419 51.5102701,-0.1222923 51.510248,-0.122343 51.5102254)))",The Vaudeville Theatre,100
"MULTIPOLYGON (((-0.1197369 51.5112276,-0.1198178 51.511314,-0.1197757 51.5113293,-0.1198164 51.5113727,-0.1197526 51.5113958,-0.1197137 51.5113542,-0.1196311 51.511266,-0.1196435 51.5112615,-0.1197176 51.5112346,-0.1197369 51.5112276)))",Lyceum Tavern,101
"MULTIPOLYGON (((-0.1220856 51.510468,-0.1222223 51.51041,-0.1222296 51.5104176,-0.1224245 51.510582,-0.1223757 51.5105996,-0.1223813 51.510605,-0.1223227 51.5106262,-0.1223392 51.5106429,-0.1222804 51.510673,-0.1221119 51.5104956,-0.1220856 51.510468)))",,102
"MULTIPOLYGON (((-0.1203124 51.5117001,-0.1205591 51.511597,-0.12063 51.5116703,-0.1205346 51.511707,-0.1203818 51.5117694,-0.1203748 51.511762,-0.1203124 51.5117001)))",,103
"MULTIPOLYGON (((-0.1219664 51.5110138,-0.1220142 51.5110571,-0.1221213 51.5111542,-0.1221131 51.5111892,-0.1219484 51.5112616,-0.1218265 51.5113151,-0.1217236 51.5112273,-0.1216621 51.511253,-0.1216448 51.5112338,-0.1215581 51.5112661,-0.1215143 51.511222,-0.1216591 51.5111703,-0.1216398 51.5111413,-0.1216692 51.5110877,-0.1216606 51.5110733,-0.1217259 51.5110449,-0.1217736 51.5110849,-0.1219664 51.5110138)))",Tower House,104
"MULTIPOLYGON (((-0.1218265 51.5113151,-0.1215906 51.5114216,-0.1215291 51.5113658,-0.1214768 51.5113185,-0.1214876 51.5113145,-0.1215316 51.511298,-0.1215441 51.5112933,-0.121556 51.5113044,-0.1215877 51.5112933,-0.1215758 51.5112797,-0.1216621 51.511253,-0.1217236 51.5112273,-0.1218265 51.5113151)))",,105
"MULTIPOLYGON (((-0.1227962 51.5107757,-0.1227891 51.5107786,-0.1227064 51.5108118,-0.1226029 51.5107369,-0.1226713 51.510703,-0.1227047 51.5107265,-0.1227156 51.510721,-0.1227231 51.5107172,-0.1227962 51.5107757)))",,106
"MULTIPOLYGON (((-0.1218831 51.5104114,-0.1219847 51.5105238,-0.121959 51.5105328,-0.1219708 51.5105466,-0.1218837 51.5105753,-0.1218714 51.5105617,-0.121771 51.5104505,-0.1218831 51.5104114)))",,107
"MULTIPOLYGON (((-0.1218714 51.5105617,-0.1217283 51.5106117,-0.1216354 51.5105215,-0.1216403 51.5104993,-0.121771 51.5104505,-0.1218714 51.5105617)))",,108
"MULTIPOLYGON (((-0.1226008 51.5106518,-0.1225462 51.5106797,-0.1224496 51.5106045,-0.1224245 51.510582,-0.1222296 51.5104176,-0.1222948 51.5103922,-0.1225009 51.5105765,-0.1226008 51.5106518)))",,109
"MULTIPOLYGON (((-0.1200092 51.5120794,-0.1199759 51.5120474,-0.1199485 51.5120592,-0.1199276 51.5120429,-0.1200558 51.5119863,-0.1201371 51.5120211,-0.1200092 51.5120794)))",Campagne + Fromage,110
"MULTIPOLYGON (((-0.1237251 51.5102187,-0.1237611 51.5102052,-0.1237719 51.5102157,-0.1238386 51.5101898,-0.1238888 51.5102356,-0.1238297 51.5102588,-0.1238082 51.510237,-0.1237654 51.5102561,-0.1237251 51.5102187)))",Mail Boxes Etc.,111
"MULTIPOLYGON (((-0.1216341 51.5107096,-0.1216934 51.5107628,-0.1217065 51.5107749,-0.1218555 51.5109123,-0.1219664 51.5110138,-0.1217736 51.5110849,-0.1217259 51.5110449,-0.1216606 51.5110733,-0.1216008 51.5110182,-0.1214491 51.5108844,-0.1213766 51.5108196,-0.1215099 51.5107618,-0.1216341 51.5107096)))",,112
"MULTIPOLYGON (((-0.1224573 51.5103175,-0.1225675 51.5102656,-0.1225875 51.5102821,-0.1224773 51.5103339,-0.1224573 51.5103175)))",,113
"MULTIPOLYGON (((-0.1214219 51.5113128,-0.1213201 51.511356,-0.1211929 51.5114101,-0.1211308 51.5114567,-0.1210508 51.5115169,-0.1210266 51.5115077,-0.1209834 51.5115578,-0.1208018 51.51151,-0.1207973 51.5114965,-0.1208048 51.5114816,-0.1208855 51.5114519,-0.1211071 51.51137,-0.1213826 51.5112758,-0.1214219 51.5113128)))",,114
"MULTIPOLYGON (((-0.1219338 51.5114319,-0.1221792 51.5116471,-0.122186 51.511653,-0.1221297 51.5116779,-0.1221714 51.5117145,-0.1218615 51.5118515,-0.1218198 51.5118148,-0.1217592 51.5118416,-0.1217422 51.5118267,-0.121507 51.5116205,-0.1219338 51.5114319)))",Jubilee Market Hall,115
"MULTIPOLYGON (((-0.1216341 51.5107096,-0.1215099 51.5107618,-0.1214545 51.5106967,-0.1214006 51.5107169,-0.1214426 51.5107569,-0.1213546 51.5107933,-0.121231 51.5106676,-0.1212461 51.5106434,-0.1214398 51.510575,-0.1214873 51.5105804,-0.1216341 51.5107096)))",,116
"MULTIPOLYGON (((-0.12335 51.5108698,-0.1235856 51.5110692,-0.1235067 51.5111037,-0.1232759 51.5109033,-0.12335 51.5108698)))",,117
"MULTIPOLYGON (((-0.1240267 51.510872,-0.1239521 51.5109079,-0.1237791 51.5107546,-0.1237517 51.5107295,-0.1238289 51.5106998,-0.1240267 51.510872)))",,118
"MULTIPOLYGON (((-0.1226403 51.5111071,-0.1226956 51.5110853,-0.1227591 51.5111425,-0.122664 51.5111839,-0.1224868 51.5112631,-0.122469 51.5112461,-0.1224256 51.5112044,-0.1226403 51.5111071)))",,119
"MULTIPOLYGON (((-0.1241523 51.5108156,-0.1240267 51.510872,-0.1238289 51.5106998,-0.1238044 51.5106771,-0.1238443 51.5106585,-0.1238798 51.5106448,-0.1239277 51.5106873,-0.1239777 51.5106654,-0.1241523 51.5108156)))",,120
"MULTIPOLYGON (((-0.1227955 51.5111736,-0.1228833 51.5111375,-0.1229584 51.5112037,-0.1230643 51.511297,-0.1229818 51.5113323,-0.1227955 51.5111736)))",,121
"MULTIPOLYGON (((-0.1238085 51.5105637,-0.1237618 51.510585,-0.1238443 51.5106585,-0.1238044 51.5106771,-0.1237221 51.5105986,-0.1236691 51.5105457,-0.1236533 51.5105309,-0.1237417 51.5105003,-0.1238085 51.5105637)))",Ruffians,123
"MULTIPOLYGON (((-0.1233036 51.5110292,-0.1234277 51.511139,-0.1232254 51.5112277,-0.1231059 51.5111229,-0.1231302 51.5111096,-0.1231469 51.5111225,-0.1231925 51.5111075,-0.1230906 51.5110149,-0.1231278 51.5109981,-0.1230776 51.5109526,-0.1231722 51.5109129,-0.1232042 51.5109413,-0.1231838 51.5109502,-0.1232824 51.5110387,-0.1233036 51.5110292)))",,124
"MULTIPOLYGON (((-0.1228298 51.5110311,-0.1227862 51.5110503,-0.1228833 51.5111375,-0.1227955 51.5111736,-0.1227591 51.5111425,-0.1226956 51.5110853,-0.1226259 51.5110215,-0.1225717 51.5109711,-0.1227027 51.5109203,-0.1228023 51.5110071,-0.1228298 51.5110311)))",The Maple Leaf,125
"MULTIPOLYGON (((-0.1239644 51.5106082,-0.1239225 51.5105684,-0.1240851 51.510502,-0.1241233 51.5105385,-0.1239644 51.5106082)))",Roseheart Jewels,126
"MULTIPOLYGON (((-0.1237221 51.5105986,-0.1238044 51.5106771,-0.1238289 51.5106998,-0.1237517 51.5107295,-0.1235803 51.5105784,-0.1236691 51.5105457,-0.1237221 51.5105986)))",Cinnamon Bazaar,127
"MULTIPOLYGON (((-0.123655 51.5110402,-0.1234544 51.5108694,-0.1232606 51.5107027,-0.1234224 51.5106392,-0.1234762 51.5106882,-0.123603 51.5108038,-0.1236372 51.510835,-0.1238048 51.5109742,-0.123655 51.5110402)))",,128
"MULTIPOLYGON (((-0.1224426 51.5110227,-0.122481 51.511007,-0.1225717 51.5109711,-0.1226259 51.5110215,-0.1225493 51.5110512,-0.1225364 51.5110574,-0.1224991 51.5110733,-0.1224426 51.5110227)))",,129
"MULTIPOLYGON (((-0.1240851 51.510502,-0.1239225 51.5105684,-0.1239644 51.5106082,-0.1238882 51.5106393,-0.1238085 51.5105637,-0.1237417 51.5105003,-0.1238044 51.5104747,-0.1239805 51.5104028,-0.1240851 51.510502)))",The Lady,130
"MULTIPOLYGON (((-0.1239777 51.5106654,-0.1241712 51.5105809,-0.124325 51.5107305,-0.124325 51.5107406,-0.1241523 51.5108156,-0.1239777 51.5106654)))",All Bar One,131
"MULTIPOLYGON (((-0.1235067 51.5111037,-0.1234277 51.511139,-0.1233036 51.5110292,-0.1232042 51.5109413,-0.1231722 51.5109129,-0.1231562 51.5108986,-0.1232345 51.510865,-0.1232759 51.5109033,-0.1235067 51.5111037)))",,132
"MULTIPOLYGON (((-0.122664 51.5111839,-0.1228767 51.511377,-0.1228217 51.5113992,-0.1227821 51.5113637,-0.1226572 51.5114197,-0.1224868 51.5112631,-0.122664 51.5111839)))",,133
"MULTIPOLYGON (((-0.1268158 51.5119907,-0.1269154 51.5120194,-0.1269289 51.512156,-0.1266236 51.5120656,-0.1268158 51.5119907)))",,134
"MULTIPOLYGON (((-0.1269489 51.512826,-0.1267684 51.5128293,-0.1267671 51.5128011,-0.1267288 51.5128018,-0.1267278 51.5127807,-0.1267266 51.512755,-0.1266824 51.5127558,-0.1266761 51.5126697,-0.1267069 51.5126541,-0.1267207 51.5126428,-0.1267275 51.512636,-0.1267279 51.5126283,-0.1267271 51.512589,-0.1269377 51.5125879,-0.1269394 51.5126249,-0.1269489 51.512826)))",Cantina Laredo,135
"MULTIPOLYGON (((-0.1261621 51.512834,-0.1261704 51.5128299,-0.1262008 51.5128532,-0.1262322 51.5128758,-0.1262406 51.5128829,-0.1263324 51.5129594,-0.1263457 51.512971,-0.1264073 51.5130218,-0.12637 51.5130403,-0.1263873 51.5130537,-0.1263512 51.5130717,-0.126237 51.5131314,-0.1261863 51.513093,-0.1261356 51.5130546,-0.1260417 51.5129819,-0.1260043 51.512955,-0.1259886 51.5129412,-0.1259425 51.5129073,-0.1260773 51.5128397,-0.1260569 51.512824,-0.126083 51.5128119,-0.1261124 51.5127965,-0.1261621 51.512834)))",,136
"MULTIPOLYGON (((-0.1267791 51.5097205,-0.126777 51.5097612,-0.1267802 51.5098367,-0.1267856 51.5099606,-0.1266041 51.5099728,-0.1265368 51.5100324,-0.126535 51.5100521,-0.1264679 51.5100846,-0.1264418 51.5100846,-0.126425 51.5100742,-0.1263784 51.5101032,-0.1264027 51.5102261,-0.1260533 51.5102542,-0.1257267 51.5102906,-0.1256755 51.5101392,-0.1256473 51.510058,-0.1256386 51.510031,-0.1257772 51.5100209,-0.1258126 51.5100163,-0.1259158 51.5099669,-0.1258168 51.5099756,-0.1258056 51.5099062,-0.1259702 51.509894,-0.1259982 51.5098827,-0.1259944 51.5098486,-0.1259889 51.5097998,-0.1260998 51.5097903,-0.1261026 51.5098269,-0.1261103 51.5098278,-0.1261313 51.5098147,-0.1261467 51.5098256,-0.1261376 51.5098304,-0.1261502 51.5098387,-0.1262517 51.509775,-0.1266114 51.5097332,-0.1267791 51.5097205)))",London Coliseum,137
"MULTIPOLYGON (((-0.1266132 51.5100324,-0.1267882 51.5100209,-0.1267915 51.5100974,-0.126546 51.5101193,-0.1265433 51.5100917,-0.1265395 51.51006,-0.126576 51.5100602,-0.1265716 51.5100345,-0.1266132 51.5100324)))",Fumo,138
"MULTIPOLYGON (((-0.1255467 51.5098177,-0.1256442 51.5098102,-0.1256462 51.5098211,-0.1256494 51.5098296,-0.1257413 51.509821,-0.1257497 51.5098678,-0.1255794 51.5098789,-0.1255637 51.5098479,-0.1255537 51.5098282,-0.1255467 51.5098177)))",,139
"MULTIPOLYGON (((-0.1257497 51.5098678,-0.1257563 51.509899,-0.1257587 51.50991,-0.1257524 51.5099104,-0.1255987 51.5099261,-0.1255936 51.5099136,-0.1255794 51.5098789,-0.1257497 51.5098678)))",,140
"MULTIPOLYGON (((-0.1255987 51.5099261,-0.1257524 51.5099104,-0.1257655 51.5099721,-0.1256221 51.5099862,-0.1256179 51.5099755,-0.1256141 51.5099656,-0.1255987 51.5099261)))",,141
"MULTIPOLYGON (((-0.1257655 51.5099721,-0.1257772 51.5100209,-0.1256386 51.510031,-0.1256221 51.5099862,-0.1257655 51.5099721)))",The Lemon Tree,142
"MULTIPOLYGON (((-0.1259944 51.5098486,-0.1257497 51.5098678,-0.1257413 51.509821,-0.1259889 51.5097998,-0.1259944 51.5098486)))",,143
"MULTIPOLYGON (((-0.1255523 51.5114732,-0.1255807 51.511544,-0.1255566 51.5115498,-0.1255831 51.5115891,-0.1255383 51.5116108,-0.1255006 51.5115873,-0.1254234 51.5116198,-0.1253264 51.511542,-0.1251828 51.5114105,-0.1252306 51.5113891,-0.1252541 51.5113889,-0.1255458 51.5114647,-0.1255523 51.5114732)))",Darjeeling Express,144
"MULTIPOLYGON (((-0.123174 51.5137456,-0.123165 51.5137478,-0.1231558 51.513748,-0.1230211 51.5136891,-0.1230851 51.5136546,-0.1231343 51.5136827,-0.1231512 51.5136738,-0.123216 51.5137203,-0.123174 51.5137456)))",The Real Greek,145
"MULTIPOLYGON (((-0.1206569 51.5138982,-0.1206163 51.513882,-0.1206625 51.5138331,-0.1206998 51.5138484,-0.1206569 51.5138982)))",,146
"MULTIPOLYGON (((-0.1204201 51.5138115,-0.1203803 51.513797,-0.1204286 51.5137419,-0.1204706 51.513757,-0.1204201 51.5138115)))",,147
"MULTIPOLYGON (((-0.1209634 51.513994,-0.1209412 51.5139944,-0.1206699 51.513898,-0.1210132 51.5135291,-0.1213066 51.5136327,-0.1211879 51.5137624,-0.1211607 51.5137561,-0.1210672 51.5138642,-0.1210816 51.5138692,-0.1209634 51.513994)))",,148
"MULTIPOLYGON (((-0.1236804 51.5128818,-0.1237893 51.5129678,-0.1236745 51.5130203,-0.1236199 51.5130452,-0.1235166 51.5129725,-0.1236804 51.5128818)))",The Nags Head,149
